phrase	snomed_id	similarity
leg twitches	60238002	0.6298137
facial twitches	60238002	0.5882441
night non-stop	60238002	0.24483511
dr. refuses	60238002	0.17080225
amlodipine	271681002	-0.01531139
amlodipine	162059005	0.03204283
awful night sweats	271681002	0.21508232
awful night sweats	162059005	0.27413082
stomach ache	271681002	1.0000001
stomach ache	162059005	0.8198751
amlodipine	224960004	0.09535219
bp	224960004	0.09818511
'd oesophogus	90673000	0.04421907
major flare	90673000	0.24026483
diet etc	90673000	0.07696036
sickness tablet	90673000	0.31649947
manuka	90673000	0.28302574
normal people sleep	224960004	0.38887784
heat pads	22298006	0.14049913
heat pads don ’ t work	22298006	0.07796259
cold ice	22298006	0.04332279
damp towel	22298006	0.10230169
months / years	22298006	0.01844111
pain killers	22298006	0.19094962
muscle relaxants	22298006	0.20580748
mask 's	22298006	0.2098814
polyps findings	224960004	0.03261628
angina	22298006	0.62684196
jaw pain	22298006	0.20710742
heart scan	22298006	0.34228617
stress test	22298006	0.2927209
complete shock	22298006	0.21997035
weeks rehab	22298006	0.08737768
chest clinic asap	22298006	0.24912408
angina forum	40917007	0.15468812
angina forum	22298006	0.44669646
different symptoms	40917007	0.15088691
different symptoms	22298006	0.12687285
angina	40917007	0.21615757
angina	22298006	0.62684196
angiogram	40917007	0.17886351
angiogram	22298006	0.6048036
beta blockers	40917007	0.16215128
beta blockers	22298006	0.4279799
aspirin	40917007	0.1712949
aspirin	22298006	0.31763005
clopidogrel	40917007	0.08713061
clopidogrel	22298006	0.2043086
rang docs	90673000	0.15224527
empty tummy cus	90673000	0.24015193
severe postpartum anxiety	90673000	0.20602731
regular doc	90673000	0.07067881
hot flushes	90673000	0.45476258
inner agitation	90673000	0.30601686
frequent panic attacks	22298006	0.25688514
health anxious person	22298006	0.11440834
heart attack/seizure/stroke/death-	22298006	0.3560751
pilonidal	262286000	0.1250987
inner thighs	262286000	0.14283511
seep water	262286000	0.25895947
weight gain	262286000	0.737993
nightshades	262286000	0.23612872
lifelong condition	262286000	0.09505425
ca n't	224960004	0.07919715
reading symptoms	224960004	0.21463418
patulous eustachian tube	60119000	0.23531723
temple vein thingies	60119000	0.13998958
temple vein thingies	22298006	0.1303364
forehead vein thingy	60119000	0.1682802
forehead vein thingy	22298006	0.19902076
large worm	60119000	0.13322961
large worm	22298006	0.12499255
tension headache	60119000	0.36519706
tension headache	22298006	0.12670788
head ... .or	60119000	0.24073172
head ... .or	22298006	0.0081162
permanent tick ...	60119000	0.3299498
permanent tick ...	22298006	0.13540335
aches	60119000	0.33430573
aches	22298006	0.11120801
chest pains	60119000	0.27675438
chest pains	22298006	0.3859985
kidney pain	60119000	0.18693995
kidney pain	22298006	0.17927216
bone pain ... .stress	60119000	0.24281491
bone pain ... .stress	22298006	0.17618757
heart palpitations	224960004	0.272208
eye stops	262286000	0.18743631
eye stops	224960004	0.3831362
left eye	262286000	0.17147611
left eye	224960004	0.29957443
high blood pressure	262286000	0.3083859
high blood pressure	224960004	0.2799519
left eye	262286000	0.17147611
left eye	224960004	0.29957443
n't sleep	262286000	0.1342692
n't sleep	224960004	0.381621
right eye	262286000	0.07279072
right eye	224960004	0.3235212
bright red blood	224960004	0.2348958
own gp	224960004	0.08943751
blood test	224960004	0.2722478
stool sample	224960004	0.08230769
sore head	224960004	0.39935595
stool sample	224960004	0.08230769
aniexty awhile	22298006	0.16971481
feeling dizzy nd weak	22298006	0.05917725
y children	22298006	-0.04704528
chemist counter	22298006	0.07118026
various places car parks etc ...	90673000	0.06329709
ecg	90673000	0.1751051
blood test	90673000	0.29991445
cfs/me/fibromyalgia	90673000	0.18110557
usual symptoms	90673000	0.32474834
neck ache	90673000	0.34051588
bad muscle pain	224960004	0.26596168
trigger depression	224960004	0.22851947
gp	224960004	0.11459977
anxiety relapse	224960004	0.20686445
anxiety	22298006	0.1909706
nasty nasty illness	22298006	0.05550402
cbt	22298006	0.17166655
hebal remedies work	22298006	0.129632
sleep okay	224960004	0.48337162
hi claramarie	224960004	0.20771074
boot hurts	224960004	0.31433097
ankle fractures	224960004	0.16015664
odd pains	224960004	0.3315758
good foot	224960004	0.35630935
panic attacks	224960004	0.22476923
health anxiety	224960004	0.27852795
severe anxiety.my dr	224960004	0.15809268
vicious circle	224960004	0.18612477
n't sleep	224960004	0.381621
back problem stress	250069006	0.4175126
back pain	250069006	0.34731042
ice packs	224960004	0.18867771
ca n't	224960004	0.07919715
lichen sclerosis	224960004	0.03513126
scratching- use steroids	224960004	0.12684399
's wort pill-	224960004	0.19731778
holistic doctor	224960004	0.08520316
ca n't workout	224960004	0.13786978
ca n't cuddle	224960004	0.2544342
ca n't	224960004	0.07919715
's insane	224960004	0.29567277
ca n't	224960004	0.07919715
stomach pain	271681002	0.89769244
chest pain	271681002	0.5227028
acid reflex	271681002	0.32967934
frozen ankle	271587009	0.24712428
pt	271587009	0.13849908
primary care doc	271587009	0.02832603
physical therapy	271587009	0.42624184
pt	271587009	0.13849908
ortho doc	271587009	0.26098472
pt	271587009	0.13849908
body stops	224960004	0.26905936
minor headaches	224960004	0.2862141
ear infection	60119000	0.3310165
brain hemorrhage	60119000	0.38615903
water park	60119000	0.23929751
pre hemorrhage	60119000	0.37041152
leg clots	60119000	0.20662574
chronic constipation	40917007	0.19126812
urine infections	40917007	0.22919858
runny poos	40917007	0.19365974
allergy test	40917007	0.18465725
head doctor {	40917007	0.31155756
vent/i need advice kind	22298006	0.04492849
bad anxiety	22298006	0.18544748
grand mal seizure	22298006	0.3086821
chest pains	22298006	0.3859985
bad heart burn	22298006	0.31940407
panic attack	22298006	0.2926091
heart disease	22298006	0.482638
brain aneurysm	22298006	0.41162723
breast cancer	22298006	0.15389434
lung cancer	22298006	0.26782444
name it..	22298006	-0.02503701
damn doctor..it 's	22298006	0.10180671
wisdom teeth	22298006	0.14833458
pilonidal cyst	22298006	0.22444977
medicinal marijuana	22298006	0.14394876
head..i 'm	22298006	0.1772221
ca n't	22298006	0.02837771
anything..	22298006	-0.03222398
health anxiety	22298006	0.21634898
'm gon na	22298006	0.10135426
e.g heart attack	22298006	0.4387682
chest pain	22298006	0.38938892
arm pain	22298006	0.20907962
crohn	405729008	0.08923276
final diagnosis	405729008	0.12025799
crohn	405729008	0.08923276
ct scan	405729008	0.23137659
crohn	405729008	0.08923276
diverticulitis	405729008	0.27351582
benign growth	405729008	0.23011245
recurrent symptoms	405729008	0.22316563
diverticulitis	405729008	0.27351582
symptoms subside	405729008	0.20936522
liquid diet	405729008	0.12261835
ct scan	405729008	0.23137659
small bowel series	405729008	0.12502924
crohn	405729008	0.08923276
's story	405729008	0.04973187
painful rash	90673000	0.52822113
bio oil	16386004	0.30082208
ca n't touch	16386004	0.2122582
dry skin	16386004	1.
ibs-however	271681002	0.22117327
ibs-however	162059005	0.25387818
stomach ache	271681002	1.0000001
stomach ache	162059005	0.8198751
ibs-this	271681002	0.18113825
ibs-this	162059005	0.14572352
ultrasound	271681002	0.24943537
ultrasound	162059005	0.27327266
stool calprotectin	271681002	0.28087133
stool calprotectin	162059005	0.3420092
ibd	271681002	0.2511505
ibd	162059005	0.31775168
ct scan	271681002	0.28530777
ct scan	162059005	0.29456884
wrong word choice ... .but	271681002	0.24720913
wrong word choice ... .but	162059005	0.25052083
colonoscopy	271681002	0.28075108
colonoscopy	162059005	0.31253144
upper stomach problem	22298006	0.18079886
upper stomach problem	60119000	0.16250476
upper middle	22298006	0.09429262
upper middle	60119000	0.06014922
high anxiety	22298006	0.29828334
bad panic attack	22298006	0.28708023
social aniexty	22298006	0.06908937
panic attacks	22298006	0.2978208
heart rate	22298006	0.3199794
experience phyiscal numbness	22298006	0.2381841
emotional numbness	22298006	0.27277562
n't laugh	22298006	0.06867103
n't cry	22298006	0.18400297
panic attack	22298006	0.2926091
ekg	22298006	0.6045777
bp	22298006	0.19520357
bloods etc	40917007	0.1452746
's easter	40917007	0.05340713
chocolate eggs	40917007	0.10777633
occasional severe inner thigh spasms	22298006	0.20997028
occasional severe inner thigh spasms	76948002	0.5021672
bad charley horses	22298006	0.11801702
bad charley horses	76948002	0.3442949
breath away.i 've	22298006	0.12580372
breath away.i 've	76948002	0.29672375
upper side stomach	22298006	0.20551494
upper side stomach	76948002	0.31056517
hard knot	22298006	0.07301316
hard knot	76948002	0.3719587
nothing.i 'm	22298006	0.16009404
nothing.i 'm	76948002	0.06480509
cervical spondylosis	426206001	0.30345523
pain reilf	426206001	0.7294157
pain i	426206001	0.6035867
disc t2/3	426206001	0.21122572
l leg	426206001	0.25636327
leg drags	426206001	0.36532462
cervical spondylosis	426206001	0.30345523
n't scan	426206001	0.15379559
constant pain	426206001	1.0000002
misrable cow	426206001	0.16089521
bisopradol n	224960004	0.11949185
short distance	224960004	0.3207122
cure af carnt	224960004	0.15211889
dizzy spells	224960004	0.38015163
constant battle	224960004	0.2545905
fags n	224960004	0.14494182
day smoker	22298006	0.02163982
electronic cigarettes	22298006	0.16334516
cardiac surgery ward	22298006	0.49553743
pt	202882003	0.16788727
pt	90673000	0.16245937
orthopaedic surgeon	202882003	0.37139434
orthopaedic surgeon	90673000	0.19612297
xrays	202882003	0.27785674
xrays	90673000	0.2353517
mri	202882003	0.3563831
mri	90673000	0.2429431
hypermobility syndrome	202882003	0.4519751
hypermobility syndrome	90673000	0.22029826
brostrom	202882003	0.14482406
brostrom	90673000	0.22963688
ankle surgery	202882003	0.46423215
ankle surgery	90673000	0.2284641
arthrex	202882003	0.09095083
arthrex	90673000	0.2166444
polar care	202882003	0.23154852
polar care	90673000	0.07213095
ice machine	202882003	0.16347127
ice machine	90673000	0.275521
'm nwb	202882003	0.09345776
'm nwb	90673000	-0.01194097
plantar fasciitis pain	202882003	0.90123117
plantar fasciitis pain	90673000	0.37136272
hot..like burning.and	202882003	0.26689246
hot..like burning.and	90673000	0.19293334
simple irritation	202882003	0.10795668
simple irritation	90673000	0.37707502
arthrex	202882003	0.09095083
arthrex	90673000	0.2166444
heel pain	2733002	1.
citalopram	224960004	0.20668328
xl 150mg	262286000	0.32161337
citalopram	262286000	0.16009697
xl 75mg	262286000	0.30429065
weight gain	262286000	0.737993
severe fatigue	32914008	0.46526814
restless legs	32914008	1.
kidney disease	32914008	0.2529376
blood tests	32914008	0.33546805
kidney disease	32914008	0.2529376
ca n't	32914008	0.08548658
slow recovery	271587009	0.2744433
tkr	271587009	0.226547
physio excercises	271587009	0.40902752
wound	271587009	0.28260183
muscle building excercises.no comparison need	271587009	0.13286728
bearable pain	271587009	0.28242117
physio	16973004	0.37621838
citalopram	224960004	0.20668328
ca n't sleep	224960004	0.35959265
lipid consultant	22298006	0.22634073
things/ clinical trials etc	22298006	0.06197187
cholesterol scam	22298006	0.24305758
atorvastatin	22298006	0.25346828
mild heart attack	22298006	0.5216631
cholesterol	22298006	0.38713095
flu	224960004	0.33978322
dry mouth ...	224960004	0.330934
[ i:4b56110815 ]	224960004	0.16361234
[ /i:4b56110815 ]	224960004	0.16361234
referal ...	224960004	0.16694212
n't string	224960004	0.12328953
... fingers	224960004	0.26580402
citalopram	262286000	0.16009697
migraine purposes	262286000	0.1464585
sexual desire	262286000	0.23980936
weight gain	262286000	0.737993
careless unproductive	262286000	0.13593152
graduate psychology degree	262286000	0.1031125
gp	262286000	0.16061126
withdrawal symptoms	262286000	0.2205912
light headless	262286000	0.11189017
's sounds	426206001	0.19691564
fall bladder	426206001	0.20429865
constant pain	426206001	1.0000002
inconstant pain loads	426206001	0.63062364
rotten gall bladder	426206001	0.31115007
stomach pain	271681002	0.89769244
classic gall bladder symptom	271681002	0.28626826
health anxiety	22298006	0.21634898
melanoma scare	22298006	0.30095088
numb muscles	22298006	0.20196207
n't sleep	22298006	0.09596061
panic attacks	22298006	0.2978208
's anxiety	22298006	0.18666495
panic attacks	22298006	0.2978208
severe illness	22298006	0.20652647
heart pulse increase	22298006	0.46098378
day [ b:58679b1c6a ]	40917007	0.1051833
fantastic [ /b:58679b1c6a ]	40917007	0.08469561
baby daughter woke	40917007	0.17614378
bit dizzy 30mins	40917007	0.2540607
20mg ... .and	40917007	0.08052414
cholesteatoma	40917007	0.28129005
nemours ent dupont hosp	40917007	0.19977129
left ear polyp	40917007	0.23035903
ear infections	40917007	0.24108236
fluid oozes	40917007	0.2090618
7day dose antibiotics	40917007	0.11667884
canal b/c	40917007	0.07845977
nciu	40917007	0.24053209
ear issues	40917007	0.2806155
ear problems	40917007	0.25512803
whole year w/0 problems	40917007	0.06317463
polyp removal	40917007	0.08964469
pus stinks	40917007	0.14730346
adnoid removal	40917007	0.05496664
n't fracture	247373008	0.41106325
heal bone	247373008	0.48290944
heal pain	247373008	0.55956125
tear ligaments	247373008	0.4373266
ankle pain	247373008	1.
ankle pain eases	247373008	0.9146888
causes weight loss	262286000	0.48555404
weight gain results	262286000	0.6309821
i need glasses im scareddd	40917007	0.15129292
upset tummy	162059005	0.83400726
gp	162059005	0.07528792
warm compresses	90673000	0.31867784
velcro	90673000	0.18486336
warm shower	90673000	0.3333925
slow.it 's	40917007	0.13005242
blood glucose tests	40917007	0.18652093
blood test	40917007	0.15891814
citalopram	224960004	0.20668328
citalopram	286641001	0.25305724
panic attacks	224960004	0.22476923
panic attacks	286641001	0.2674181
citalopram	224960004	0.20668328
citalopram	286641001	0.25305724
panic attacks	224960004	0.22476923
panic attacks	286641001	0.2674181
sunshine vitamin	224960004	0.15319934
sunshine vitamin	286641001	0.2879678
[ color=black:55036494e3 ] [ /color:55036494e3 ]	224960004	0.06277637
[ color=black:55036494e3 ] [ /color:55036494e3 ]	286641001	0.01252896
joint 's	90673000	0.1833049
bad pain	90673000	0.5548647
thyroid medication salbutamol	90673000	0.11256378
amlodipine prednisolon	90673000	0.14085066
disasterous chemist	90673000	0.221164
bone density	90673000	0.13728924
head ct	22298006	0.15682366
neck x-ray	22298006	0.12656339
mri scan	22298006	0.27182972
new symptoms	22298006	0.1538881
blood tests	22298006	0.11727099
swelling feeling	22298006	0.08223525
arm muscles hurt	22298006	0.11627088
blood arterial gas	22298006	0.4127013
wrist hurts	22298006	0.16306993
procedure ... .and	224960004	-0.01822845
... ..white bread	224960004	0.18923791
pasta etc	224960004	0.23049833
picolax	224960004	0.24465083
... ..did n't hydrate	224960004	0.11542438
drink loads ... ..drink loads	224960004	0.0797433
paracetamol	224960004	0.14989628
morning ... ..3rd sachet	224960004	0.2340351
picolax	224960004	0.24465083
sleep ... ..of sorts	224960004	0.47627664
blood transfusion	224960004	0.10151152
'm claustrobhobic	224960004	0.13709286
lion 's den	224960004	0.07575795
bed ... knees	224960004	0.2244469
wonderful nurse	224960004	0.23103073
entonox	224960004	0.3647951
uncomfortable ...	224960004	0.47487107
entonox	224960004	0.3647951
stomach cramps ...	224960004	0.28500217
... ..there 's	224960004	0.14018795
colon ... .not	224960004	0.16609165
... ..it hurt	224960004	0.2804008
apologetic ... ..so	224960004	0.2550938
entonox	224960004	0.3647951
... .which	224960004	0.01675526
screen ... .and	224960004	0.22509944
sexy colon	224960004	0.237656
low-fibre diet	224960004	0.21672976
whole colonoscopy procedure	224960004	0.04845934
cake ... .once	224960004	0.09526549
recovery ward	224960004	0.10512041
ham sandwiches	224960004	0.05297137
digestive biscuits	224960004	0.14813577
conclusion ... ..anyone	224960004	0.1485693
feeling nervous	224960004	0.46511298
procedure ... ...	224960004	-0.01165525
entonox	224960004	0.3647951
sedation ... ..they	224960004	0.18219689
recovery ward	224960004	0.10512041
ekg	22298006	0.6045777
normal test	22298006	0.02125774
bp	22298006	0.19520357
ecg	22298006	0.5755749
throat	22298006	0.07376679
chest pains	22298006	0.3859985
weak legs	22298006	0.11215717
bad memory problems	224960004	0.17339742
ca n't sleep	224960004	0.35959265
's ok	224960004	0.26968873
citalopram 20mgs	224960004	0.18189356
citalopram 20mgs	22298006	0.2324823
sleep pattern	224960004	0.4208746
sleep pattern	22298006	-0.01352276
aspirin	22298006	0.31763005
'blood thinner	22298006	0.26516765
warfarin	22298006	0.4142418
noacs	22298006	0.11701301
danger area c	22298006	0.2646886
congestive	22298006	0.17773807
ventricular systolic dysfunction	22298006	0.51467544
h hypertension	22298006	0.23891288
blood pressure	22298006	0.250035
a2 age	22298006	0.15341014
d diabetes mellitus	22298006	0.2426471
stroke	22298006	0.33938956
v vascular	22298006	0.37397462
peripheral artery disease	22298006	0.5066751
myocardial infarction	22298006	1.0000001
aortic plaque	22298006	0.44262427
sc sex	22298006	0.08692066
female sex	22298006	0.02181834
amliodipine	60119000	0.39196986
heart rate	60119000	0.36479157
brenda62546	224960004	0.18060416
copd	224960004	0.21141887
neurological defect	162059005	0.2246791
svt	162059005	0.09848707
neurotic person	162059005	0.40527692
mr. vagus	162059005	0.27243766
upset stomach	162059005	1.
neck pain ...	162059005	0.36255682
annual check-up 's	40917007	0.10967132
mri	40917007	0.17591788
possible implant surgery	40917007	0.11276854
mri	40917007	0.17591788
's mind	40917007	0.32486302
zer energy	224960004	0.37889898
bp	40917007	0.13264158
chest pain	40917007	0.27698356
heart block	40917007	0.23010491
bp	40917007	0.13264158
urethral dilation	90673000	0.3309999
citalopram	40917007	0.15909715
adictive parents	40917007	0.2603138
rectal part	405729008	0.26697052
gp	405729008	0.2333323
magnesium serum	405729008	0.23865142
natural medicines	405729008	0.18511237
stools softer	405729008	0.23106173
natural medicines	405729008	0.18511237
sharp pain	405729008	0.20823297
white pimple	405729008	0.15224482
sharp headache	405729008	0.23575097
gp	405729008	0.2333323
nasal cavity	405729008	0.2091215
gp	405729008	0.2333323
acid reflux	405729008	0.21983361
normal acidity regulators	405729008	0.13409947
sever pain	405729008	0.20590399
small kidney stone	405729008	0.18281633
right kidney b	405729008	0.03740014
mesenteric	405729008	0.44668835
reactive non-specific lymph nodes	405729008	0.13157684
upper abdomen	405729008	0.16987272
upper abdomen pain	405729008	0.08964448
chest physician	405729008	0.15112144
chest specialist	405729008	0.12916242
gerd	405729008	0.2874848
bit swollen	405729008	0.20191261
pain	405729008	0.30171305
left armpit	405729008	0.15961044
throat	405729008	0.33346862
rib cage e	405729008	0.06472567
dry cough	405729008	0.23114754
stools	405729008	0.3625908
bowel moments	405729008	0.23004657
post nasal drip	405729008	0.2230367
stomach fullness	405729008	0.19624156
deep anxiety	60238002	0.30435735
panic attack	60238002	0.30000365
panic attacks	60238002	0.26128787
ca n't	60238002	0.15288319
ca n't focus	60238002	0.18570364
finish people 's sentences	60238002	0.02457941
'm impulsive	60238002	0.1815846
smoke marijuana	60238002	0.2808504
intense anger	60238002	0.23510596
right eyebrow	60238002	0.27129066
occasional twitch	60238002	0.73859876
's hysterical	60238002	0.2300988
'm 'crazy	60238002	0.16927922
'm 'gone	60238002	0.13241038
n't scream	60238002	0.2909407
intense feelings	60238002	0.294277
n't seep	60238002	0.1977979
i prey	224960004	0.20377386
i prey	22298006	0.15458655
mental disorder	224960004	0.23778331
mental disorder	22298006	0.16804938
mdma	224960004	0.19106703
mdma	22298006	0.12263481
electric daisy carnival	224960004	0.01835171
electric daisy carnival	22298006	0.155267
small bag	224960004	0.20058462
small bag	22298006	0.10921849
malt liquor	224960004	0.08132391
malt liquor	22298006	0.22830556
bathroom stall	224960004	0.0869921
bathroom stall	22298006	0.03288173
tight chest	224960004	0.3449334
tight chest	22298006	0.20722982
tight chest	224960004	0.3449334
tight chest	22298006	0.20722982
n't sleep	224960004	0.381621
n't sleep	22298006	0.09596061
's odd	224960004	0.27852145
old female	250084002	0.08416577
painful leg cramps	250084002	0.75276136
adult life	250084002	0.03289051
inner right thigh	250084002	0.32555333
*having-a-baby* sort	250084002	0.11998167
inner thigh	250084002	0.34170213
average weight	250084002	0.03429376
thyroid condition	250084002	0.1666159
moist facecloth	250084002	0.22380772
calf cramps	250084002	0.8794039
warm wet towel	250084002	0.17907366
weight	262286000	0.6784353
drs	262286000	0.21245071
weight gain x	262286000	0.6982699
constant brain fog	60238002	0.26461664
sinus pressure	60238002	0.13407408
poor mood	60238002	0.18934175
food sensitivities	60238002	0.22467181
problematic foods	60238002	0.2351068
hello fairydust	162059005	0.13933524
cital	162059005	0.18115556
depression “	162059005	0.39470708
upset tummy	162059005	0.83400726
mg ’ s	162059005	0.15517427
cital	162059005	0.18115556
panic attack	60119000	0.32199502
night/this morning	60119000	0.20417452
palpitations	60119000	0.36232328
's funny	224960004	0.3217682
odd migraine	224960004	0.259418
numbness headache palpatations	60238002	0.27632052
's horrible	60238002	0.15947954
symptoms numbness	224960004	0.277017
sore heads shortness	224960004	0.3417703
anxiety	60119000	0.39604405
muscular responses	60119000	0.23894106
abnormal anxiety responses	60119000	0.22941339
panic disorder	60119000	0.310363
ptsd	60119000	0.32859483
body hubs	60119000	0.2576263
acid build-up	60119000	0.24654627
chest pains	60119000	0.27675438
solid immune system function	60119000	0.11748224
nervous system	60119000	0.24805285
health anxiety	60119000	0.33071333
abbnormal apprehension	60119000	0.32675433
proverbial predator	60119000	0.18762662
ocd	60119000	0.2234732
sufficient exhaustion	60119000	0.75154734
severe depression	60119000	0.36897123
transient psychotic conditions	60119000	0.37018317
ocd	60119000	0.2234732
new phobias etc	60119000	0.11728677
extreme avoidance	60119000	0.3643041
depressive an/or anxiety symptoms persist	60119000	0.26481244
psychotherapy and/or medication	60119000	0.07813367
individual 's readiness	60119000	0.22284938
anxiety	60119000	0.39604405
rutin exam	90673000	0.12242745
minor sighns	90673000	0.22987548
toilet .all	90673000	0.1494089
.the diagnose	90673000	0.22995216
smear pap	90673000	0.25581524
gyn	90673000	0.20864022
hormon ovules	90673000	0.14977786
let-s	90673000	0.11105987
small polyp	271681002	0.2682272
small polyp	162059005	0.33505148
tissue samples	271681002	0.16885862
tissue samples	162059005	0.15844387
bile salt malabsorption	271681002	0.19530123
bile salt malabsorption	162059005	0.34405047
fructose malabsorption	271681002	0.23662172
fructose malabsorption	162059005	0.31304145
stomach ache	271681002	1.0000001
stomach ache	162059005	0.8198751
diarhhea etc	271681002	0.20241009
diarhhea etc	162059005	0.25867015
bile salt malabsorption	271681002	0.19530123
bile salt malabsorption	162059005	0.34405047
sehcat test	271681002	0.17259818
sehcat test	162059005	0.21664512
bile salt	271681002	0.23157327
bile salt	162059005	0.3728696
treatment 4days	271681002	0.2084547
treatment 4days	162059005	0.25050673
thin stools	271681002	0.32573867
thin stools	162059005	0.3972113
chronic fissure	271681002	0.27141285
chronic fissure	162059005	0.2610589
rectum causes	271681002	0.33552593
rectum causes	162059005	0.3192091
muscle spasms	271681002	0.35003212
muscle spasms	162059005	0.33322406
gtn ointment	271681002	0.06868528
gtn ointment	162059005	0.21864872
tear heal	271681002	0.25506148
tear heal	162059005	0.35147148
bile salt problem	271681002	0.30065438
bile salt problem	162059005	0.4117689
frequent bm 's	271681002	0.24281679
frequent bm 's	162059005	0.2728528
purple inhaler	162059005	0.16897374
purple inhaler	271681002	0.11135106
seretide	162059005	0.22341637
seretide	271681002	0.1474767
stomach ache	162059005	0.8198751
stomach ache	271681002	1.0000001
upset stomach	162059005	1.
upset stomach	271681002	0.8198751
brown inhaler	162059005	0.22897422
brown inhaler	271681002	0.21281734
purple inhaler	162059005	0.16897374
purple inhaler	271681002	0.11135106
constant nausea	51197009	0.47120574
acid reflux	51197009	0.32681426
slow weight loss	51197009	0.25208944
bad stomach pains/cramps sickness	51197009	0.6189194
mesenteric adenitis	51197009	0.29260698
ultrasound scan	51197009	0.27255073
irregular bowel habits i.e	51197009	0.30276075
loose stools	51197009	0.38089967
constant nausea	51197009	0.47120574
constant stomach discomfort/cramps	51197009	0.5505395
irregular bowel habits	51197009	0.40470484
loose stools	51197009	0.38089967
stomach cramps	51197009	1.
bowel movement	51197009	0.39364874
stomach pains	51197009	0.8529825
recent colonoscopy	51197009	0.24035518
melanosis coli	51197009	0.22765024
small bowel	51197009	0.44442508
numerous stool tests	51197009	0.22324169
calprotein	51197009	0.1807632
hpylori	51197009	0.23885685
blood test	51197009	0.3761692
folic acid	51197009	0.17945936
blood test	51197009	0.3761692
recent blood test	51197009	0.26357314
normal range.she	51197009	0.13409562
multi vitamin	51197009	0.21742982
2x20mg omeprazole	51197009	0.3091252
family history	51197009	0.24549502
bowel cancer	51197009	0.33580193
ulcerative colitis	51197009	0.25404263
total weight loss	51197009	0.16926023
nourishment drinks	51197009	0.27469343
fortisip compact	51197009	0.25436455
april/may	51197009	0.07570534
normal delivery	51197009	0.207676
stool sample	405729008	0.14455962
'poor emotional	262286000	0.17878512
'poor emotional	40917007	0.30936378
bipolar	262286000	0.1975058
bipolar	40917007	0.21530303
weight gain	262286000	0.737993
weight gain	40917007	0.16994448
traumatic childhood	262286000	0.18286067
traumatic childhood	40917007	0.29162973
ca n't	262286000	0.10090412
ca n't	40917007	0.13866054
mental illness	262286000	0.22871418
mental illness	40917007	0.19505641
bad patient	22298006	0.15562169
blood thinners	22298006	0.3593971
hes invincibe	22298006	-0.02153064
arm pain	22298006	0.20907962
i didnt sleep	22298006	0.10421585
heart attack symptoms	22298006	0.51288897
brain tumors	22298006	0.20192337
dvt	22298006	0.4632575
rabies	22298006	0.16379803
panic	22298006	0.16336054
inner leg	10601006	0.4421121
groin area pain	10601006	0.5709709
inflamatary drug	10601006	0.18058747
inguinial	10601006	0.03189388
vas duct	10601006	0.15888649
groin pain	10601006	0.59796596
leg pain	10601006	0.6528692
glucose reading	40917007	0.2295064
normal range	40917007	0.03598745
weight loss	40917007	0.18754156
dx	40917007	0.07574837
breast	40917007	0.23660967
gp	40917007	0.03917112
mitrazapine	40917007	0.15674809
citalopram	40917007	0.15909715
n't slept	40917007	0.29505235
hormone tablet	40917007	0.06461919
post menopausel breast cancer	40917007	0.14341718
citralopram	40917007	0.26149908
mitrazipine	40917007	0.257985
anything.the arimidex	40917007	0.21740818
joints etc.thank	40917007	0.20296237
slight head twitch	60238002	0.6500068
health anxiety	60238002	0.31098858
slight involuntary jerk	60238002	0.43026733
anxiety builds	60238002	0.3619237
emg test	60238002	0.337997
mri	26544005	0.22484997
rheumatoid atheritis	26544005	0.20793808
constant muscle weakness	26544005	0.82455647
upper body strength	26544005	0.47446406
muscle spasms	26544005	0.611211
involuntary knee	26544005	0.29961187
arm jerks	26544005	0.40662092
right ear	26544005	0.08535676
mri	26544005	0.22484997
spinal cord stenosis	26544005	0.27837735
posteria cervical laminectomy	26544005	0.18919545
cervical spine	26544005	0.29373884
muscle strength	26544005	0.7431333
wierd sensations	26544005	0.30634475
muscle weakness	26544005	1.
~18 months	26544005	0.13531008
's outcome	26544005	0.04511056
lumber spine problems	26544005	0.3369663
cervical operation	26544005	0.15966874
initial signs	26544005	0.15927085
conservative management	26544005	0.17918524
copper coil	8357008	0.20802468
dianette	8357008	0.28509444
cerazette	8357008	0.33686408
slight discomfort	8357008	0.33642316
n't bother	8357008	0.21828735
uncontrollable mood swings	8357008	0.40508795
panic attacks	8357008	0.23411107
sex drive	8357008	0.66170317
non-hormonal coil	8357008	0.23488602
gp	8357008	0.13084479
iud	8357008	0.30735815
sex drive	8357008	0.66170317
ca n't	8357008	0.13502851
food cravings	8357008	0.32804367
birth control options	8357008	0.29414037
ca n't sleep	224960004	0.35959265
's terrible	224960004	0.2896096
copper coil	224960004	0.15053742
pre-natal	224960004	0.1367933
coil	224960004	0.28350395
constant discharge	224960004	0.28487977
ovulation time	224960004	0.1964418
super tampon	224960004	0.20763126
mood swings	224960004	0.30820972
sex drive	224960004	0.31743288
solid sleep	224960004	0.49141508
adult life	224960004	0.29385978
realisation 'enough	224960004	0.23997408
medical 'experts	224960004	0.05438846
iud	286641001	0.26643366
back acne	286641001	0.1701236
iud	286641001	0.26643366
-nausea -mild abdominal tenderness	286641001	0.3244643
palpation -periods	286641001	0.32487312
5-9days -ultrasound	286641001	0.19472188
normal placement	286641001	0.21256274
-back acne	286641001	0.1701236
cystic	286641001	0.17991856
